LeaveVote,gender,age,edlevel,hhincome,econPersonalRetro1,EuropeanIdentity,EnglishIdentity,BritishIdentity,PolMistrust,GovDisapproval,PopulismScale,ConVote,LabVote,LibVote,SNPPCVote,UKIP,euUKNotRich,euNotPreventWar,FreeTradeBad,euParlOverRide1,euUndermineIdentity1,lessEUmigrants,effectsEUTrade1,effectsEUImmigrationLower
0,2,55,4,3,2,7,3,6,4,4,12,0,1,0,0,0,1,1,1,2,1,0,1,1
1,1,50,2,6,2,1,7,6,3,3,15,0,0,0,0,1,4,3,1,5,5,10,5,5
0,2,61,4,4,2,4,3,3,6,5,15,0,0,0,0,0,3,2,1,2,1,2,2,4
1,1,50,2,5,3,2,7,6,4,4,15,0,0,0,0,1,3,2,2,5,3,5,3,2
0,1,60,2,4,3,4,1,4,5,5,15,0,0,0,1,0,3,3,2,1,3,10,3,1
1,1,58,2,4,1,4,1,5,7,5,25,0,0,0,0,1,5,5,2,5,5,10,5,1
1,2,47,3,3,4,3,6,6,5,2,15,0,0,0,0,0,4,2,3,5,4,9,4,4
1,1,19,3,4,3,1,7,7,4,2,14,0,0,0,0,1,5,5,1,5,5,10,5,4
0,1,26,3,3,4,5,1,2,5,5,15,0,0,0,1,0,2,2,1,2,2,1,2,4
0,1,34,4,3,3,5,5,5,5,5,15,0,0,0,0,0,2,2,1,2,2,5,2,4
0,2,47,2,4,2,6,7,7,4,3,15,1,0,0,0,0,3,3,3,3,3,5,3,2
0,2,66,4,2,3,4,6,5,5,4,15,0,1,0,0,0,2,3,1,3,2,5,3,3
1,1,78,4,5,3,4,7,7,7,4,15,0,0,0,0,1,3,4,1,4,4,5,3,5
0,2,61,3,2,2,2,6,6,5,3,15,0,0,0,0,0,3,4,1,4,3,9,3,4
1,1,58,4,5,3,2,7,5,5,4,15,0,0,0,0,0,4,4,1,4,4,9,4,4
0,1,39,4,6,5,4,4,4,5,5,15,0,1,0,0,0,2,3,1,2,2,5,1,3
0,1,54,4,3,2,4,4,4,5,3,15,0,1,0,0,0,3,3,1,3,2,5,2,3
0,1,65,1,4,3,2,7,7,5,3,20,0,1,0,0,0,3,2,1,5,4,10,3,5
0,1,58,2,3,2,5,7,7,3,5,17,0,1,0,0,0,3,2,1,2,2,3,2,3
0,1,63,3,3,4,5,1,4,4,5,15,0,0,0,1,0,3,3,1,1,2,5,2,4
0,1,41,4,7,3,5,5,5,6,5,15,0,1,0,0,0,2,1,1,2,2,5,1,3
1,1,55,2,5,3,1,7,3,7,5,15,0,0,0,0,1,5,3,1,5,5,10,4,5
1,2,55,3,4,3,1,7,7,7,3,15,0,0,0,0,1,4,4,2,4,4,10,3,4
1,2,40,5,7,4,1,7,7,3,2,15,1,0,0,0,0,3,1,3,5,5,10,3,5
0,2,25,3,2,2,5,4,4,4,3,17,0,1,1,0,0,2,3,1,2,2,5,3,3
0,1,28,3,7,4,5,5,7,2,2,15,1,0,0,0,0,2,2,1,5,4,2,3,4
1,1,66,3,4,3,2,7,7,6,3,15,0,0,0,0,1,3,3,1,5,5,7,3,4
0,2,75,5,3,3,5,3,5,4,4,15,0,1,0,0,0,3,2,1,2,2,5,2,3
0,2,54,2,7,4,1,1,4,7,2,15,1,0,0,0,0,3,3,2,3,4,10,3,5
0,1,28,4,3,4,4,6,7,4,4,15,0,1,0,0,0,4,2,1,5,5,10,2,5
0,1,61,2,3,3,7,1,3,7,5,15,0,0,0,1,0,1,1,1,4,1,2,2,3
1,1,70,0,4,3,4,7,5,3,2,15,0,0,0,0,1,4,4,2,5,5,8,4,4
1,2,68,5,6,3,3,7,7,6,3,23,1,0,0,0,0,3,3,2,5,5,10,3,5
0,1,36,5,6,5,2,1,7,4,1,15,1,0,0,0,0,2,2,1,4,2,6,2,3
1,2,71,4,6,4,1,7,4,6,5,18,0,0,0,0,1,5,4,2,5,5,10,5,5
0,2,42,3,4,3,5,7,6,6,5,15,0,1,0,0,0,3,3,1,3,2,8,2,4
0,2,24,3,3,3,1,1,1,6,5,15,0,0,0,1,0,3,3,1,2,2,5,3,3
0,1,45,4,8,3,3,5,5,3,2,12,1,0,0,0,0,3,3,1,5,2,7,3,4
1,1,52,5,4,3,1,7,7,5,4,19,0,0,0,0,1,3,5,1,5,4,10,4,4
1,1,54,5,4,1,1,7,7,7,5,25,0,0,0,0,1,5,5,1,1,5,10,5,5
0,2,61,2,6,3,4,2,7,4,3,15,1,0,0,0,0,3,2,1,3,3,7,2,4
0,1,38,3,2,4,4,6,6,4,4,21,0,1,0,0,0,2,2,1,4,4,7,3,4
1,1,65,2,2,3,3,7,6,5,2,15,1,0,0,0,0,3,2,1,5,3,10,4,5
1,1,66,2,4,3,1,7,3,3,2,15,1,0,0,0,0,4,3,1,5,4,5,4,4
0,2,37,4,7,3,2,7,5,4,4,20,0,1,0,0,0,1,1,1,4,1,0,1,3
0,2,28,4,5,2,7,4,7,4,2,15,0,1,0,0,0,2,2,1,2,1,2,1,2
1,2,54,4,1,1,1,1,1,7,5,15,0,0,0,1,0,5,4,2,5,5,10,3,4
0,1,57,2,6,3,5,1,1,3,5,15,0,0,0,1,0,3,1,1,2,1,0,2,2
0,2,66,2,2,2,5,4,4,7,3,20,0,0,0,1,0,3,3,1,4,3,4,3,3
1,1,70,4,4,4,4,7,7,3,2,9,1,0,0,0,0,3,2,1,5,4,4,3,3
1,2,58,2,3,2,3,7,7,3,4,15,0,1,0,0,0,3,3,1,3,4,5,4,3
1,1,43,5,6,3,1,7,5,4,2,15,1,0,0,0,0,4,4,1,5,5,8,5,4
1,2,65,0,4,1,4,7,7,6,3,15,0,0,0,0,0,3,4,1,4,4,7,2,2
0,1,45,4,3,3,1,1,1,6,5,15,0,1,0,0,0,1,3,1,1,1,3,1,4
1,2,66,2,4,3,4,7,7,2,4,15,0,0,0,0,0,4,4,2,5,5,8,4,4
0,1,50,5,2,4,7,4,6,2,2,15,0,1,1,0,0,2,1,1,2,2,5,3,3
0,2,51,4,4,2,7,4,4,4,4,15,0,0,0,0,0,2,1,1,4,2,5,2,4
1,2,64,4,1,3,1,7,7,3,2,15,0,0,0,0,1,4,3,1,5,5,9,3,5
1,2,71,0,4,2,1,1,7,7,5,15,0,0,0,0,0,3,4,1,3,3,5,3,4
0,2,28,4,4,4,4,1,6,7,3,15,0,1,0,0,0,3,3,1,4,2,4,3,2
1,1,28,3,2,4,6,6,6,2,4,15,0,1,0,0,0,2,1,3,5,5,1,4,2
0,2,27,4,4,3,1,1,4,7,4,19,0,0,0,1,0,3,4,1,5,3,5,5,4
0,1,50,0,2,3,4,7,7,4,3,15,1,0,0,0,0,4,3,1,3,3,5,3,3
0,1,43,4,8,3,5,2,7,5,1,15,1,0,0,0,0,2,1,1,3,3,5,2,3
0,2,57,3,7,3,5,6,5,4,2,15,1,0,0,0,0,2,3,1,3,2,5,2,4
0,2,53,3,8,3,6,1,5,7,4,15,0,0,0,1,0,2,4,1,2,2,8,3,4
0,2,26,4,3,3,4,2,4,3,4,15,0,1,0,0,0,2,1,1,4,2,2,1,4
0,1,58,4,1,2,5,1,4,4,4,18,0,0,0,1,0,2,2,1,3,2,4,2,3
1,2,57,3,3,4,2,6,5,4,3,17,1,0,0,0,0,3,3,2,4,4,10,4,3
0,1,74,5,7,3,4,6,6,5,5,15,0,1,0,0,0,2,3,1,4,4,10,3,5
1,2,65,2,2,3,2,7,7,3,3,15,0,0,0,0,0,4,4,1,4,4,9,3,4
1,2,61,3,4,3,2,7,3,6,3,23,1,0,0,0,0,5,3,2,5,5,10,4,5
1,2,69,2,3,3,5,1,7,4,3,15,1,0,0,0,0,4,3,1,5,3,10,3,1
0,2,31,4,2,2,4,1,4,7,5,21,0,0,0,1,0,2,2,1,1,1,0,2,4
0,2,34,4,6,2,3,5,5,5,4,15,0,0,0,0,0,2,2,1,2,2,4,1,4
1,2,59,2,4,3,4,7,7,2,2,13,1,0,0,0,0,4,3,1,4,5,10,3,4
1,1,51,5,7,3,4,6,6,6,3,15,1,0,0,0,0,3,3,3,2,4,7,3,4
0,2,45,4,4,3,6,1,6,6,4,15,0,1,0,0,0,2,2,1,2,1,5,3,3
0,2,24,4,4,2,5,5,5,5,4,15,0,0,0,0,0,2,2,1,3,2,5,2,4
0,1,45,4,7,2,4,1,2,6,5,15,0,0,0,1,0,2,1,1,4,1,5,2,3
0,2,60,3,4,3,5,7,7,3,2,15,1,0,0,0,0,2,1,1,3,2,5,3,3
1,1,72,3,2,3,3,7,7,4,2,19,1,0,0,0,0,4,4,1,5,4,5,4,5
1,2,66,2,4,3,1,7,7,5,3,19,0,0,0,0,1,3,4,3,4,4,10,3,4
1,1,57,1,3,3,4,7,7,7,4,15,0,1,0,0,0,4,2,3,4,2,10,4,3
0,2,24,3,3,4,4,6,5,4,3,15,0,0,0,0,0,2,4,1,3,2,5,1,3
1,1,46,4,3,1,4,4,7,3,3,15,0,0,0,0,1,3,3,1,4,2,10,3,4
0,2,22,3,5,1,4,1,3,7,4,15,0,1,1,0,0,3,3,1,1,1,5,2,4
0,2,68,5,4,2,6,6,6,5,4,15,0,1,1,0,0,2,2,1,3,2,3,2,3
0,1,48,4,7,3,4,4,7,4,4,15,0,1,0,0,0,3,4,1,3,2,4,2,3
1,1,74,4,4,3,5,7,5,2,2,15,1,0,0,0,0,4,4,1,5,2,6,4,3
0,1,52,4,4,3,5,6,5,4,2,15,1,0,0,0,0,2,3,1,2,1,3,2,2
1,1,61,4,4,3,5,7,1,6,3,15,0,0,0,0,0,3,5,1,5,2,5,4,5
1,2,62,2,1,3,1,7,7,6,3,21,0,0,0,0,1,4,3,1,5,4,8,3,5
1,1,76,0,3,3,1,7,1,7,5,22,0,0,0,0,1,5,4,2,5,5,10,4,4
1,2,65,0,4,3,1,7,7,6,3,15,0,0,0,0,0,4,3,1,5,4,5,4,4
1,2,66,1,4,2,1,7,7,6,4,15,0,1,0,0,0,3,4,2,4,4,6,2,1
1,2,44,2,5,5,1,7,7,3,2,15,1,0,0,0,0,4,4,3,4,4,10,3,4
0,2,60,4,7,2,5,6,5,7,5,15,0,0,0,1,0,2,1,1,1,1,5,1,3
0,2,59,0,4,4,3,7,7,4,2,15,1,0,0,0,0,3,3,1,4,3,6,2,4
1,2,36,5,4,2,1,7,7,7,4,15,1,0,0,0,0,5,5,1,5,5,10,4,5
1,2,69,1,1,3,1,7,7,7,3,15,1,0,0,0,0,4,5,1,5,5,10,3,4
0,1,73,3,3,3,5,6,5,5,2,15,1,0,0,0,0,3,3,1,4,2,5,2,2
1,2,38,3,1,3,4,7,7,4,4,22,0,1,0,0,0,3,4,1,5,5,7,3,4
1,1,43,4,5,4,4,7,7,3,2,15,1,0,0,0,0,3,3,1,4,4,4,4,5
0,2,68,4,4,2,2,3,6,6,5,15,0,0,0,0,0,3,3,1,2,2,7,3,4
0,1,59,3,2,2,5,6,6,4,4,15,0,1,1,0,0,2,1,1,2,1,5,3,3
0,2,62,4,5,3,5,1,4,5,5,15,0,1,0,0,0,3,3,1,2,2,3,1,3
0,1,39,4,5,4,3,5,6,3,2,15,0,1,0,0,0,2,2,1,2,4,3,2,3
0,2,20,3,1,3,5,7,7,4,1,15,0,0,0,0,0,3,4,1,2,2,4,1,3
0,1,18,3,3,3,3,6,6,4,4,15,0,1,0,0,0,2,3,1,4,2,4,3,4
1,1,73,2,6,5,1,7,7,5,2,15,0,0,0,0,1,5,5,1,5,5,7,5,4
1,2,37,4,2,1,3,5,5,7,5,15,0,0,0,0,0,5,5,3,3,5,10,5,5
1,1,59,0,2,3,4,6,6,7,4,15,0,0,0,0,0,3,3,2,4,3,8,3,1
1,1,73,0,1,3,1,6,6,3,3,15,0,1,0,0,0,4,3,1,4,4,10,3,2
0,1,53,2,3,5,6,5,4,7,2,15,0,0,0,0,0,2,5,1,2,2,4,2,5
0,1,46,5,5,1,5,4,5,5,4,15,0,1,0,0,0,2,2,1,2,2,5,2,3
0,1,45,4,8,3,4,6,6,4,4,15,0,1,0,0,0,3,2,1,4,3,6,1,4
0,2,62,4,6,3,6,4,5,5,5,15,0,1,0,0,0,3,1,1,1,1,2,2,3
0,1,64,0,3,4,4,5,5,7,4,18,0,1,0,0,0,2,4,1,2,2,5,2,3
0,1,20,5,7,3,3,1,6,3,4,17,0,1,0,0,0,2,2,1,3,2,5,2,3
1,1,60,2,7,3,1,7,5,6,5,16,0,1,0,0,0,3,3,1,5,5,5,4,4
0,1,30,3,1,5,5,5,5,3,2,15,0,1,0,0,0,2,2,1,3,1,5,1,4
1,1,63,2,8,3,4,7,7,4,2,15,1,0,0,0,0,4,3,1,5,4,8,3,4
0,2,66,5,4,2,1,5,6,3,4,15,0,1,1,0,0,2,3,1,2,2,5,2,5
0,1,35,4,6,2,4,6,6,5,3,15,1,0,0,0,0,3,3,1,3,3,7,3,3
1,2,76,4,3,3,4,6,7,6,4,18,0,0,0,0,0,3,3,1,5,5,9,3,4
1,2,26,3,2,3,2,6,6,6,3,21,0,0,0,0,1,5,4,3,4,5,4,3,4
0,2,62,2,7,3,4,6,6,3,2,15,1,0,0,0,0,2,3,1,3,3,6,2,4
1,1,66,4,4,3,5,5,7,6,4,15,0,0,0,1,0,5,2,1,4,4,7,3,4
0,2,31,4,5,3,3,5,5,7,2,20,1,0,0,0,0,4,2,1,4,4,10,2,4
1,1,68,2,4,2,6,2,6,6,4,15,0,0,0,1,0,4,4,1,4,4,10,4,5
0,1,45,3,5,3,3,5,7,5,2,14,1,0,0,0,0,3,2,1,3,3,5,3,3
0,2,42,3,2,2,3,1,2,4,5,19,0,0,0,1,0,3,5,1,1,1,5,2,4
1,2,62,2,4,3,1,7,7,6,3,15,0,0,0,0,0,4,4,1,4,5,9,5,4
0,2,41,5,4,3,5,4,4,5,4,18,0,0,0,0,0,2,2,1,2,2,3,3,3
0,1,61,4,6,2,7,7,5,5,4,15,0,1,0,0,0,1,1,1,1,1,3,1,5
0,1,56,2,8,3,5,5,5,4,4,13,0,1,0,0,0,1,1,1,2,2,4,2,4
1,2,51,1,2,1,5,1,7,7,4,15,0,0,0,0,0,3,3,3,5,5,10,3,2
1,2,64,0,2,2,1,7,7,7,3,19,0,0,0,0,0,3,3,3,3,3,10,3,3
1,2,25,5,6,4,4,2,5,3,3,15,1,0,0,0,0,4,4,1,5,5,5,5,4
0,1,58,3,3,2,4,7,6,3,2,15,1,0,0,0,0,4,1,1,4,5,8,4,4
0,2,29,4,4,3,5,5,4,3,4,15,0,1,0,0,0,2,1,1,3,2,4,2,3
0,1,76,0,4,2,7,7,7,6,3,15,0,1,0,0,0,2,2,1,2,3,10,2,2
1,2,31,3,3,3,1,7,7,4,2,19,0,0,0,0,1,5,5,3,5,4,9,4,5
0,1,60,4,2,2,7,7,7,3,5,15,0,1,0,0,0,1,1,1,2,1,0,1,3
1,2,64,0,4,4,3,7,7,7,5,15,0,0,0,0,1,4,4,2,5,5,8,3,4
1,1,50,4,4,2,3,1,6,3,5,15,0,1,0,0,0,3,2,1,4,3,5,3,4
1,1,58,4,1,2,5,5,5,6,5,15,0,1,0,0,0,3,4,1,5,3,5,4,3
0,2,21,3,3,2,3,6,6,7,3,19,0,0,0,0,0,2,2,1,3,3,5,2,3
0,2,38,1,4,5,4,5,5,6,4,15,0,0,0,0,0,3,3,1,4,4,5,2,3
0,2,34,5,6,3,4,5,5,4,4,15,0,0,0,0,0,3,3,1,3,2,4,3,4
0,2,49,3,4,4,7,7,7,6,3,15,0,0,0,0,0,1,3,1,4,4,3,3,3
0,2,49,1,1,1,5,4,5,3,3,15,0,1,0,0,0,4,4,1,3,4,4,4,2
0,1,19,2,4,3,2,7,6,2,3,15,0,1,0,0,0,3,3,3,3,3,5,3,3
1,2,71,2,4,3,5,7,7,3,5,15,1,0,0,0,0,4,2,1,5,4,8,3,3
1,1,71,2,4,2,3,3,5,6,4,15,0,1,0,0,0,3,3,2,4,3,8,3,4
1,2,69,3,3,3,4,7,7,6,4,15,0,0,0,0,0,4,4,1,3,4,5,3,3
1,2,65,3,5,4,1,4,7,6,2,19,1,0,0,0,0,4,3,1,3,4,10,3,4
0,1,47,2,3,4,2,7,6,5,3,15,1,0,0,0,0,3,3,2,4,3,10,3,3
0,2,31,5,2,4,4,3,5,5,4,15,0,1,1,0,0,2,2,1,2,1,4,2,3
1,2,57,3,4,3,4,6,6,4,3,15,0,0,0,0,0,3,3,3,4,3,7,3,3
1,1,70,5,1,3,2,1,2,4,2,15,1,0,0,0,0,3,3,2,5,5,7,5,4
1,1,49,4,5,2,4,7,7,2,3,15,0,0,0,0,1,4,5,1,5,5,5,3,4
1,2,69,1,4,2,1,7,7,7,5,25,0,0,0,0,1,5,5,1,5,5,8,5,5
1,1,75,4,4,3,2,7,7,7,3,15,0,0,0,0,1,4,2,2,5,4,6,3,4
0,2,19,3,1,2,3,4,6,4,4,15,0,1,0,0,0,2,1,1,1,1,2,2,4
0,2,48,2,4,3,2,7,7,4,4,15,0,0,0,0,0,3,3,1,5,2,3,1,4
0,1,26,5,2,4,5,3,4,5,5,15,0,1,0,0,0,1,1,1,1,1,5,2,3
0,1,57,4,7,3,6,5,5,4,4,14,0,1,1,0,0,1,2,1,3,1,4,2,3
1,1,40,3,7,3,3,6,6,5,4,15,0,1,0,0,0,4,3,2,4,5,6,3,3
1,2,67,5,2,3,1,7,7,5,3,19,1,0,0,0,0,3,3,1,5,5,10,5,3
0,2,35,1,1,1,1,4,4,7,5,15,0,0,0,0,0,3,3,3,3,3,10,3,3
0,2,49,2,4,2,5,7,7,5,4,15,0,1,0,0,0,3,2,2,4,2,4,2,3
0,1,65,2,7,3,3,4,6,4,5,15,0,1,0,0,0,1,1,1,1,1,5,2,3
1,1,37,4,3,4,2,5,5,5,4,15,0,0,0,0,0,4,4,1,4,3,8,3,4
1,1,57,3,6,3,1,7,7,7,4,25,0,0,0,0,1,5,5,3,5,5,10,5,4
0,2,44,4,4,3,7,7,7,6,2,17,1,0,0,0,0,2,3,1,4,3,5,2,4
0,1,59,4,4,4,3,4,4,5,2,15,1,0,0,0,0,2,2,3,4,3,5,2,4
0,1,63,5,6,2,5,4,5,6,4,15,0,0,0,1,0,2,2,1,4,3,5,3,3
0,2,21,2,4,3,5,6,6,4,3,15,0,1,0,0,0,2,2,3,3,3,6,3,3
0,1,19,3,4,2,7,5,7,3,4,15,0,1,0,0,0,2,3,1,2,1,0,1,4
0,1,23,3,4,3,5,2,6,3,3,15,0,1,0,0,0,1,1,1,1,1,5,2,3
1,1,47,0,2,3,1,1,1,7,5,15,0,0,0,1,0,5,5,3,5,5,10,2,1
0,2,39,5,7,1,5,1,5,5,4,15,0,0,0,0,0,2,3,1,2,2,5,2,4
0,2,65,0,5,3,1,1,5,6,3,15,0,1,0,0,0,3,3,3,4,3,5,2,4
1,2,65,2,4,4,1,7,7,6,4,15,0,0,0,0,0,4,3,2,5,4,10,3,3
1,1,31,3,5,3,5,7,7,5,3,15,1,0,0,0,0,4,3,1,5,4,8,3,4
0,1,68,2,4,3,6,4,2,4,5,15,0,1,0,0,0,2,2,1,2,3,5,2,3
1,2,68,0,6,3,1,7,7,3,3,15,1,0,0,0,0,4,3,2,5,5,10,3,3
1,2,52,4,5,3,1,7,4,5,4,15,0,0,0,0,1,3,4,1,4,4,10,3,4
0,2,25,3,5,2,7,7,7,5,2,15,0,0,0,0,0,2,2,1,2,3,5,2,4
1,2,80,3,2,2,1,5,7,4,5,15,0,0,0,0,0,5,5,2,5,5,8,4,5
1,2,76,4,3,2,1,7,4,7,5,15,0,0,0,0,1,5,4,1,5,5,10,4,5
0,2,59,4,4,2,7,7,7,1,1,15,1,0,0,0,0,2,2,1,4,2,5,2,2
0,2,68,2,7,2,4,6,6,6,4,15,0,0,0,0,0,3,1,1,4,4,7,3,5
1,2,38,3,4,3,3,7,7,5,2,15,1,0,0,0,0,4,4,1,3,2,7,4,3
1,1,71,0,2,4,2,7,7,6,3,15,0,0,0,0,1,3,3,1,5,5,9,3,4
0,2,62,4,2,2,7,7,7,4,4,15,0,1,0,0,0,2,1,1,2,2,2,2,3
0,1,75,4,3,2,5,6,6,4,4,15,0,1,0,0,0,2,1,1,3,2,6,4,3
0,1,74,4,5,2,5,6,6,4,4,15,0,0,0,0,0,2,2,1,2,2,5,2,3
0,2,49,4,6,3,4,4,5,6,4,15,0,0,0,0,0,3,2,1,3,3,3,3,5
0,2,39,4,4,2,3,1,2,7,5,19,0,0,0,1,0,2,3,1,2,2,5,2,3
0,1,50,3,4,2,7,1,1,6,4,15,0,1,0,0,0,2,2,1,1,1,5,1,3
1,2,65,4,4,2,5,7,7,5,2,15,0,0,0,0,0,4,2,1,4,4,2,3,3
0,2,23,3,3,2,7,7,7,5,4,18,0,1,0,0,0,1,1,1,2,2,3,1,2
1,2,19,2,4,3,3,4,4,5,2,15,0,0,0,0,0,2,4,2,4,3,5,2,4
1,2,35,2,2,2,4,1,2,7,4,15,0,0,0,1,0,3,3,2,3,3,5,3,5
1,1,75,0,2,2,1,7,7,7,5,15,0,0,0,0,1,4,3,1,1,4,5,3,4
0,2,37,5,2,4,7,2,2,5,3,15,0,0,0,0,0,3,3,1,3,3,5,3,3
1,2,36,3,1,2,1,6,3,6,4,15,0,1,0,0,0,4,3,2,4,4,7,4,4
0,1,18,3,4,3,5,5,7,6,5,15,0,1,0,0,0,2,2,1,3,3,5,1,3
1,2,45,2,4,3,1,7,5,4,2,15,1,0,0,0,0,3,3,1,4,4,8,2,4
0,1,65,4,5,3,7,1,7,4,4,15,0,1,1,0,0,2,1,1,2,2,3,2,3
1,2,62,0,1,1,1,7,7,7,5,23,0,0,0,0,0,3,3,3,4,4,10,3,4
0,1,53,5,8,2,5,2,5,3,4,15,0,0,0,1,0,2,1,1,1,2,3,2,3
1,2,24,3,2,2,3,7,7,5,3,15,1,0,0,0,0,2,2,1,2,2,7,2,4
1,1,39,4,4,2,1,7,7,7,4,21,0,0,0,0,0,5,5,2,5,5,10,4,5
1,2,20,3,4,3,3,4,3,5,4,15,0,0,0,0,0,5,2,1,3,3,5,3,3
0,2,50,3,3,1,2,2,7,2,1,11,1,0,0,0,0,2,3,1,3,2,6,3,4
1,1,74,3,3,4,1,7,6,3,1,15,1,0,0,0,0,4,4,1,5,5,10,5,5
0,2,24,5,4,4,6,6,6,4,2,14,0,1,0,0,0,2,2,1,2,2,4,2,4
0,1,20,4,8,4,6,4,2,4,2,15,0,1,0,0,0,2,1,1,2,1,4,2,2
0,2,43,4,2,2,5,4,5,5,4,15,0,0,0,0,0,2,2,1,2,2,4,1,3
1,2,50,5,4,3,3,4,6,4,4,15,1,0,0,0,0,4,3,2,5,5,7,4,5
1,1,50,1,1,3,1,4,4,7,5,25,0,0,0,0,0,5,5,3,5,5,10,1,3
0,2,58,4,6,1,4,7,7,4,5,15,0,1,0,0,0,2,2,3,4,2,5,3,3
0,2,45,4,5,3,4,5,4,3,3,15,0,1,0,0,0,2,2,2,4,3,4,3,3
0,1,61,4,3,3,7,4,4,2,5,15,0,1,0,0,0,1,1,1,2,1,0,1,3
0,1,63,5,3,3,5,1,2,5,4,15,0,0,0,0,0,2,2,1,2,2,4,3,3
0,1,67,5,4,2,2,5,7,6,2,15,1,0,0,0,0,2,2,1,3,4,9,1,4
0,2,64,4,2,3,4,4,4,7,5,15,0,0,0,0,0,2,1,1,3,2,1,2,3
1,1,79,2,4,3,1,7,4,7,4,15,0,1,0,0,0,4,2,3,4,4,5,3,4
1,2,32,4,4,3,4,4,4,4,3,15,0,0,0,0,0,3,3,3,3,3,5,3,3
1,2,74,4,2,2,4,6,5,5,4,15,0,1,0,0,0,3,3,2,3,3,5,4,4
1,1,50,0,3,1,1,7,4,7,4,15,0,0,0,0,1,4,3,2,5,5,5,3,3
0,2,28,4,4,3,5,5,5,6,3,15,0,0,0,0,0,3,3,1,3,3,5,2,3
1,1,51,2,6,4,4,7,7,3,3,17,1,0,0,0,0,4,4,1,5,4,10,4,4
1,2,24,4,7,5,1,6,6,3,2,15,0,1,1,0,0,2,4,3,5,4,9,3,2
1,2,65,0,2,2,2,7,7,6,4,15,0,0,0,0,1,4,3,2,5,4,7,3,4
1,2,55,3,2,2,2,6,6,7,5,21,0,1,0,0,0,4,3,2,4,4,9,3,5
0,2,77,4,2,2,6,1,6,6,4,15,0,1,0,0,0,2,2,1,3,3,2,3,3
0,2,19,3,1,2,1,4,4,6,3,15,0,0,0,0,0,3,3,3,3,3,5,3,3
0,1,42,5,6,1,4,1,2,6,4,16,0,0,0,1,0,2,3,1,2,1,5,2,3
0,1,61,4,7,3,5,3,4,5,5,15,0,1,0,0,0,2,1,1,1,1,5,2,3
1,2,75,2,4,2,2,7,7,4,3,19,0,0,0,0,1,3,3,2,5,5,10,3,4
1,1,59,3,6,3,4,7,7,7,3,15,0,0,0,0,1,4,5,1,4,4,7,4,5
0,1,37,4,5,4,3,4,6,4,2,15,0,0,0,0,0,2,1,1,5,4,8,4,5
0,2,21,3,4,2,4,1,7,6,4,15,0,0,0,0,0,4,3,1,4,3,5,2,4
1,1,67,2,2,2,2,5,5,6,4,19,0,0,0,0,1,4,3,2,4,4,10,3,4
0,2,32,5,7,3,6,2,4,4,4,15,0,1,1,0,0,1,1,1,2,1,0,2,3
1,1,54,2,2,4,1,7,7,6,3,15,0,0,0,0,1,5,5,2,5,5,10,4,5
1,1,50,3,7,3,2,4,6,5,2,23,1,0,0,0,0,4,5,1,5,4,5,3,4
0,1,22,4,1,4,6,1,6,3,2,15,1,0,0,0,0,3,4,1,4,2,7,2,5
1,2,60,1,4,3,4,5,3,7,5,15,0,0,0,0,1,5,5,1,5,5,10,5,2
1,2,31,2,4,3,3,6,5,4,4,15,0,1,0,0,0,4,4,1,5,4,5,3,4
1,2,36,5,6,3,4,1,1,4,3,15,0,0,0,0,0,3,4,3,5,4,5,3,4
1,1,65,4,5,4,5,7,5,4,3,19,0,0,0,0,1,3,3,1,5,3,7,3,4
0,1,19,3,7,3,5,6,7,4,3,15,0,0,0,0,0,1,2,1,3,2,6,2,4
1,2,27,4,3,2,6,6,4,3,3,15,1,0,0,0,0,3,3,2,3,4,4,3,3
0,1,70,2,4,3,6,1,7,6,4,15,0,0,0,0,0,3,1,1,4,2,5,2,4
1,1,61,2,3,2,1,7,7,6,4,15,0,0,0,0,0,4,3,1,5,5,6,3,5
0,2,48,2,3,2,4,7,7,7,3,16,0,1,0,0,0,3,3,3,3,3,5,4,1
1,1,69,3,3,3,4,7,7,3,2,15,1,0,0,0,0,3,2,1,4,4,7,3,4
0,1,20,3,4,2,5,7,6,6,4,15,0,1,0,0,0,3,2,1,3,2,5,2,3
0,1,37,5,5,4,4,1,6,3,3,15,0,1,1,0,0,2,1,1,3,2,6,2,3
1,2,62,3,2,3,5,7,7,5,3,15,0,0,0,0,0,4,3,1,2,3,8,3,4
1,2,59,0,2,1,1,7,7,7,5,15,0,0,0,0,1,5,5,2,2,5,10,2,4
1,1,49,4,6,2,1,2,7,5,2,15,0,0,0,0,0,4,3,1,5,5,10,4,4
0,2,21,3,7,3,3,5,5,5,4,15,0,1,0,0,0,3,3,1,3,2,5,2,3
0,2,62,1,4,3,4,6,7,4,3,15,1,0,0,0,0,3,2,1,4,3,5,2,3
1,1,27,4,2,3,5,4,5,3,4,15,0,1,0,0,0,2,3,2,4,3,5,2,4
1,1,69,4,2,3,3,7,7,3,4,18,1,0,0,0,0,4,4,2,5,4,9,4,4
1,2,67,4,5,3,1,7,7,5,3,15,1,0,0,0,0,5,5,2,5,5,8,3,5
0,2,32,3,5,3,5,6,6,4,3,15,0,1,0,0,0,3,3,1,3,3,5,2,3
1,1,35,3,4,3,4,1,5,6,3,15,0,0,0,0,0,3,2,1,4,3,10,3,4
1,1,78,3,3,4,4,7,7,5,2,15,0,0,0,0,0,4,4,2,5,5,8,3,5
